id,providerid,providername,namezh,nameen,pathattributeid,pathattributename,pathattributeename,buildperiod,departurezh,departureen,destinationzh,destinationen,realsequence,distance,gofirstbustime,backfirstbustime,golastbustime,backlastbustime,peakheadway,offpeakheadway,bustimedesc,headwaydesc,holidaygofirstbustime,holidaybackfirstbustime,holidaygolastbustime,holidaybacklastbustime,holidaybustimedesc,holidaypeakheadway,holidayoffpeakheadway,holidayheadwaydesc,segmentbufferzh,segmentbufferen,ticketpricedescriptionzh,ticketpricedescriptionen
16906,16243,三峽區公所,F623,F623,158033,F623,F623,10,三鶯國民運動中心,"Sanying Public Sports Center",福慶宮,"Fuqing Temple",99,99,0630,0630,1750,1750,,,,,0630,0630,1720,1720,,,,,,,,
16907,16243,三峽區公所,F625,F625,158034,F625,F625,10,大仁路大勇路口,"Daren & Dayong Intersection",明德中學,"Mingde Junior High School",99,99,0600,0600,1750,1750,,,,,0600,0600,1750,1750,,,,,,,,
16908,16243,三峽區公所,F626,F626,158035,F626新市民-行修宮-天后宮,F626,10,三峽國小,"Sanxia Elementary School",白雞行修宮,"Baiji Xingxiu Temple",99,99,1015,1015,1830,1830,,,,13:30、18:30班次不行駛紫微天后宮,1015,1015,1830,1830,,,,13:30、18:30班次不行駛紫微天后宮,,,,
16909,16243,三峽區公所,F627,F627,158036,F627,F627,10,三峽國小,"Sanxia Elementary School",五寮,Wuliao,99,99,0700,0700,1630,1630,,,,,0730,0730,1800,1800,,,,,,,,
16910,16243,三峽區公所,F628,F628,158037,F628,F628,10,三峽國小,"Sanxia Elementary School",湊合橋,"Couhe Bridge",99,99,0600,0600,1730,1730,,,,,0600," ",1730," ",,,,假日及國定假日行駛至松益化工迴轉,,,,
16912,16243,三峽區公所,F629,F629,158039,F629延駛四份仔,F629,10,文化停車場,"Wenhua Parking Lot",鹿母潭,Lumutan,99,99,0615,0615,1730,1730,,,,"每日06:15 11:15二班次加行駛路線-安新站、四份仔",0615,0615,1830,1830,,,,"06:15 11:15 11:25(星期日)班次加行駛路線-安新站、四份仔",,,,
16914,16243,三峽區公所,F630,F630,158041,F630長福停車場,"F630Changfu Parking Lot",10,長福停車場,"Changfu Parking Lot",長庚醫院林口總院,"Chang-Gung Memorial Hospital Linkou Branch",99,99,0700,1000,1300,1630,,,,,0700,1000,1300,1630,,,,,,,,
16914,16243,三峽區公所,F630,F630,158998,F630長庚醫院林口總院,"F630 Chang-Gung Memorial Hospital Linkou Branch",10,長福停車場,"Changfu Parking Lot",長庚醫院林口總院,"Chang-Gung Memorial Hospital Linkou Branch",99,99,0700,1000,1300,1630,,,,,0700,1000,1300,1630,,,,,,,,
16912,16243,三峽區公所,F629,F629,160437,F629,F629,10,文化停車場,"Wenhua Parking Lot",鹿母潭,Lumutan,99,99,0615,0615,1730,1730,,,,"每日06:15 11:15二班次加行駛路線-安新站、四份仔",0615,0615,1830,1830,,,,"06:15 11:15 11:25(星期日)班次加行駛路線-安新站、四份仔",,,,
16908,16243,三峽區公所,F626,F626,160438,F626新市民-行修宮,F626,10,三峽國小,"Sanxia Elementary School",白雞行修宮,"Baiji Xingxiu Temple",99,99,1015,1015,1830,1830,,,,13:30、18:30班次不行駛紫微天后宮,1015,1015,1830,1830,,,,13:30、18:30班次不行駛紫微天后宮,,,,
18518,16243,三峽區公所,F626-0815,F626-0815,160477,F626天后宮-行修宮-新市民,F626,10,三峽國小,"Sanxia Elementary School",白雞行修宮,"Baiji Xingxiu Temple",1,99,0815,0815,0815,0815,,,,,0815,0815,0815,0815,,,,,,,,
16910,16243,三峽區公所,F628,F628,161127,F628假日,"F628 Holiday",10,三峽國小,"Sanxia Elementary School",湊合橋,"Couhe Bridge",99,99,0600,0600,1730,1730,,,,,0600," ",1730," ",,,,假日及國定假日行駛至松益化工迴轉,,,,
16778,16229,三芝區公所,F135,F135,157905,F135三芝國中,"F135	 Sanzhi Junior High School",10,三芝國中,"Sanzhi Junior High School",關渡醫院,"Guandu Hospital",99,99,0800,0840,0800,0840,,,,"去程0800班次經101線 回程0840班次經台2線",0800,0840,0800,0840,,,,"去程0800班次經101線 回程0840班次經台2線",,,,
16780,16229,三芝區公所,F138新古庄,F138new,157907,F138新古庄,"F138 new",10,新庄子路口,"Xinzhuangzi Rd. Intersection",二號倉庫,"No.2 Warehouse",99,99,0640,0640,1730,1730,,,,平日06:40、16:20延駛至新古庄里12鄰103號前,0730," ",1000," ",,,,,,,,
16781,16229,三芝區公所,F138內橫山,F138Neihengshan,157908,F138內橫山,"F138 Neihengshan",10,二號倉庫,"No.2 Warehouse",三芝國中,"Sanzhi Junior High School",99,99,0610,0610,1750,1750,,,,"【內橫山發車06:30 09:20(妙法寺) 13:25 17:10(妙法寺) 18:10】",0800,,1030,,,,,"【妙法寺發車08:20 10:50】",,,,
16782,16229,三芝區公所,F133平日,F133Weekday,157909,F133平日,"F133 pingri",10,二號倉庫,"No.2 Warehouse",三芝國中,"Sanzhi Junior High School",99,99,0620,0620,1620,1620,,,,," "," "," "," ",,,,,,,,
16784,16229,三芝區公所,F133末班,"F133last time",157911,F133末班,"F133 moban",10,二號倉庫,"No.2 Warehouse",三芝國中,"Sanzhi Junior High School",99,99,1740,1740,1740,1740,,,,," "," "," "," ",,,,,,,,
16785,16229,三芝區公所,F133假日,F133Holiday,157912,F133假日,"F133 jiari",10,二號倉庫,"No.2 Warehouse",三芝國中,"Sanzhi Junior High School",99,99," "," "," "," ",,,,,0800," ",1030," ",,,,,,,,
16786,16229,三芝區公所,F131,F131,157913,F131三芝國中,"F131 Sanzhi Junior High School",10,三芝國中,"Sanzhi Junior High School",二號倉庫,"No.2 Warehouse",99,99,0620,0700,1730,1810,,,,,0800,0840,1240,1320,,,,星期六、日不徑下蘇宅路口,,,,
16787,16229,三芝區公所,F132,F132,157914,F132,F132,10,二號倉庫,"No.2 Warehouse",二坪頂,"Second Pingding",99,99,0615,0615,1620,1620,,,,," "," "," "," ",,,,,,,,
16788,16229,三芝區公所,F136,F136,157915,F136三芝國中,"F136 Sanzhi Junior High School",10,三芝國中,"Sanzhi Junior High School",三芝熱帶嶼,"Sanzhi Tropical Island",99,99,0630,0650,1730,1750,,,,,0800,0820,1030,1050,,,,,,,,
16789,16229,三芝區公所,F137,F137,157916,F137三芝國中,"F137 Sanzhi Junior High School",10,三芝國中,"Sanzhi Junior High School",士林新光醫院,"Shilin Xinguang General Hospital",99,99,0800,0940,1350,1510,,,,第1班0800班次直達關渡，不進馬偕醫院,0800,0940,0950,1110,,,,,,,,
16790,16229,三芝區公所,F139行經台2線,F139,157917,F139行經台2線三芝國中,"F139  Sanzhi Junior High School",10,三芝國中,"Sanzhi Junior High School",捷運淡水站,"MRT Tamsui Sta.",99,99,2250,2330,2250,2330,,,,,2250,2330,2250,2330,,,,,,,,
17694,16229,三芝區公所,F139行經101線,F139,158876,F139行經101線三芝國中,"F139 Sanzhi Junior High School",10,三芝國中,"Sanzhi Junior High School",捷運淡水站,"MRT Tamsui Sta.",99,99,1955,2215,1955,2215,,,,,1955,2215,1955,2215,,,,,,,,
16789,16229,三芝區公所,F137,F137,158959,F137士林新光醫院,"F137  Xinguang General Hospital",10,三芝國中,"Sanzhi Junior High School",士林新光醫院,"Shilin Xinguang General Hospital",99,99,0800,0940,1350,1510,,,,第1班0800班次直達關渡，不進馬偕醫院,0800,0940,0950,1110,,,,,,,,
17694,16229,三芝區公所,F139行經101線,F139,158960,F139行經101線捷運淡水站,"F139 MRT Tamsui Sta.",10,三芝國中,"Sanzhi Junior High School",捷運淡水站,"MRT Tamsui Sta.",99,99,1955,2215,1955,2215,,,,,1955,2215,1955,2215,,,,,,,,
16790,16229,三芝區公所,F139行經台2線,F139,158961,F139行經台2線捷運淡水站,"F139 MRT Tamsui Sta.",10,三芝國中,"Sanzhi Junior High School",捷運淡水站,"MRT Tamsui Sta.",99,99,2250,2330,2250,2330,,,,,2250,2330,2250,2330,,,,,,,,
16778,16229,三芝區公所,F135,F135,158974,F135關渡醫院,"F135	 Guandu Hospital",10,三芝國中,"Sanzhi Junior High School",關渡醫院,"Guandu Hospital",99,99,0800,0840,0800,0840,,,,"去程0800班次經101線 回程0840班次經台2線",0800,0840,0800,0840,,,,"去程0800班次經101線 回程0840班次經台2線",,,,
17809,16229,三芝區公所,F132經青山,F132Qingshan,159154,F132二號倉庫,"F132 No.2 Warehouse",10,二號倉庫,"No.2 Warehouse",二坪頂,"Second Pingding",99,99,0850,0850,1300,1300,,,,,0850,0850,1300,1300,,,,,,,,
17809,16229,三芝區公所,F132經青山,F132Qingshan,159155,F132示範公墓,"F132 Charnel House",10,二號倉庫,"No.2 Warehouse",二坪頂,"Second Pingding",99,99,0850,0850,1300,1300,,,,,0850,0850,1300,1300,,,,,,,,
16786,16229,三芝區公所,F131,F131,159286,F131十八彎,"F131  Shibawan",10,三芝國中,"Sanzhi Junior High School",二號倉庫,"No.2 Warehouse",99,99,0620,0700,1730,1810,,,,,0800,0840,1240,1320,,,,星期六、日不徑下蘇宅路口,,,,
16788,16229,三芝區公所,F136,F136,159287,F136參觀台,"F136 Sanguantai",10,三芝國中,"Sanzhi Junior High School",三芝熱帶嶼,"Sanzhi Tropical Island",99,99,0630,0650,1730,1750,,,,,0800,0820,1030,1050,,,,,,,,
16876,16236,三重區公所,F302,F302,158003,F302,F302,10,三重區公所,"Sanchong District Office",五常郵局,"Wuchang Post Office",99,99,0630,0630,1630,1630,,,,," "," "," "," ",,,,,,,,
16877,16236,三重區公所,F303,F303,158004,F303,F303,10,三重區公所,"Sanchong District Office",明志國中,"Mingzhi Junior High School",99,99,0620,0620,1700,1700,,,,," "," "," "," ",,,,,,,,
17631,16236,三重區公所,F301,F301,158807,F301,F301,10,三重區公所,"Sanchong District Office",中山藝術公園,"Zhongshan Art Park",99,99,0620,0620,1700,1700,,,,," "," "," "," ",,,,,,,,
10424,16179,三重客運,520,520,10424,520,520,10,捷運新北產業園區,"MRT New Taipei Industrial Park",捷運民權西路站,"MRT Minquan W. Rd. Sta.",112,20.9,0545,0545,2200,2200,1215,2030,,,0600,0600,2100,2100,,,,,,,一段票,"Charge for 1 sections"
16485,16179,三重客運,835,835,157508,835,835,10,新北產業園區,"New Taipei Industrial Park",捷運台大醫院站,"MRT NTU Hospital sta.",24,39.6,0530,0530,2100,2100,,,,,0600,0600,2000,2000,,,,,,,一段票,"1 segments"
16518,16179,三重客運,859,859,157553,859,"859 ",10,泰山,Taishan,樹林,Shulin,30,35.8,0530,0530,2200,2200,,,,,0600,0600,2200,2200,,,,,"往程:新泰路口-捷運迴龍站 返程:迴龍派出所-新泰中正路口","Xintai Rd. Entrance-MRT Huilong Station、Huilong Police Station - Xintai & Zhongzheng Intersection",二段票,"Charge for 2 sections"
17790,16179,三重客運,958,958,159135,958,958,10,捷運先嗇宮站,"MRT Xianse Temple Sta.",捷運新北產業園區站,"MRT New Taipei Industrial Park Sta.",12,9.04,0600,0600,1900,1900,,,,," "," "," "," ",,,,,,,一段票,"1 segments"
17791,16179,三重客運,959,959,159136,959,959,10,捷運先嗇宮站,"MRT Xianse Temple Sta.",捷運新北產業園區站,"MRT New Taipei Industrial Park Sta.",12,9.47,0600,0600,1900,1900,,,,," "," "," "," ",,,,,,,一段票,"1 segments"
16518,16179,三重客運,859,859,159611,859寵物公車,859PET,10,泰山,Taishan,樹林,Shulin,30,35.8,0530,0530,2200,2200,,,,,0600,0600,2200,2200,,,,,"往程:新泰路口-捷運迴龍站 返程:迴龍派出所-新泰中正路口","Xintai Rd. Entrance-MRT Huilong Station、Huilong Police Station - Xintai & Zhongzheng Intersection",二段票,"Charge for 2 sections"
19762,16179,三重客運,中原中平路口-建國中學,"Zhongyuan & Zhongping Intersection-Taipei Municipal Chien Kuo High School",162485,中原中平路口-建國中學," ",10,泰林仁德路口,"Tailin & Rende Rd. Entrance",建國中學(歷史博物館),"Jianguo High School (Nat'l Museum of History)",1,11.9,0630,0630,0630,0630,,,,," "," "," "," ",,,,,中山橋、忠孝橋,"Zhongshan Bridge、Zhongxiao Bridge",三段票,"3 Segments"
10491,16179,三重客運,637,637,104910,637,637,10,五股,Wugu,臺北,Taipei,58,39.2,0520,0520,2235,2235,1215,1520,,,0520,0520,2235,2235,,15,20,,捷運丹鳳站-五谷王廟,"MRT Danfeng Station-Wuguwang Temple",二段票,"Charge for 2 sections"
10492,16179,三重客運,638,638,104920,638,638,10,五股,Wugu,捷運南京復興站,"MRT Nanjing Fuxing Sta.",56,44.7,0515,0515,2205,2205,1215,1520,,,0515,0515,2205,2205,,15,20,,捷運丹鳳站-五谷王廟,"MRT Danfeng Station-Wuguwang Temple",二段票,"Charge for 2 sections"
16730,16179,三重客運,822,822,157832,822,822,10,五股立體停車場,"Wugu Parking Garage",林口長庚醫院,"Linkou Chang-Gung Memorial Hospital",2,40.7,0600,0600,1430,1430,,,,,0600,0600,1430,1430,,,,,往程五林路口-醒吾科技大學；返程醒吾科技大學(東林里)-五林路口,"Go Wulin Rd. Intersection-Hsing Wu College；Back Hsing Wu University(Donglin Village)-Wulin Rd. Intersection",二段票,"Charge for 2 sections"
17868,16179,三重客運,638副,638Sub,159290,638副,"638 Sub",10,五股,Wugu,捷運輔大站,"MRT Fu Jen University Sta.",26,21.6,0600,0600,2200,2200,,,,,0800,0800,1230,1230,,,,,,,一段票,"1 sections"
16489,16179,三重客運,橘19,O19,157512,橘19,O19,10,五股,Wugu,三重,Sanchong,69,19.7,0530,0530,2330,2330,0815,2030,,,0530,0530,2330,2330,,20,30,,,,一段票,"1 segments"
16669,16179,三重客運,橘20,O20,157733,橘20觀音山遊客中心,"O20 Guanyin Mountain Visitor Center",10,觀音山,Guanyinshan,蘆洲,Luzhou,70,20.1,0540,0540,2050,2050,,,,,0540,0540,2000,2000,,,,,,,一段票,"1 segments"
16692,16179,三重客運,783,783,157777,783,783,10,五股,Wugu,臺北,Taipei,76,41.6,0530,0530,2150,2150,,,,,0530,0530,2150,2150,,,,,新泰中正路口-五谷王廟,"Xintai Rd. Intersection-Wuguwang Temple",二段票,"Charge for 2 sections"
16693,16179,三重客運,785,785,157778,785,785,10,觀音山,Guanyinshan,臺北北門,Beimen,17,36.38,0600,0600,1810,1810,,,,,0600,0600,1810,1810,,,,,"去程: 灰瑤-三重派出所(福德北路)、 返程: 三重派出所(重新路)-灰瑤","Huiyao-Sanchong Police Station",二段票,"Charge for 2 sections"
10453,16179,三重客運,640,640,158513,640,640,10,五股,Wugu,捷運台大醫院站,"MRT NTU Hospital Sta.",120,28.1,0540,0540,2230,2230,1215,1520,,,0540,0540,2230,2230,,1520,1520,,和泰新村-捷運三重站,"Hotai New Village-MRT Sanchong Station",二段票,"Charge for 2 sections"
17524,16179,三重客運,805,805,158692,805捷運永寧站,"805 MRT Yongning Station",10,土城,Tucheng,五股,Wugu,60,39.6,0530,0530,2200,2200,1520,2030,,,0600,0600,2200,2200,,,,,臺北醫院(復興路)-新北板橋公車站,"Taipei Hospital-Banqiao Bus Station",兩段票,"2 segments"
17524,16179,三重客運,805,805,158922,805五股站,"805 Wugu Sta.",10,土城,Tucheng,五股,Wugu,60,39.6,0530,0530,2200,2200,1520,2030,,,0600,0600,2200,2200,,,,,臺北醫院(復興路)-新北板橋公車站,"Taipei Hospital-Banqiao Bus Station",兩段票,"2 segments"
17917,16179,三重客運,五股-內湖科技園區,Wugu-Neihu,159387,五股-內湖科技園區去,"Wugu-Neihu Go",10,五股,Wugu,捷運港墘站(內湖高工),"MRT Gangqian Sta.",5,41.9,0710,1750,0745,1810,,,,," "," "," "," ",,,,,,,兩段票,"2 segment"
17917,16179,三重客運,五股-內湖科技園區,Wugu-Neihu,159388,五股-內湖科技園區返,"Wugu-Neihu Back",10,五股,Wugu,捷運港墘站(內湖高工),"MRT Gangqian Sta.",5,41.9,0710,1750,0745,1810,,,,," "," "," "," ",,,,,,,兩段票,"2 segment"
16669,16179,三重客運,橘20,O20,159967,橘20凌雲寺停車場,"O20 Lingyun Temple Parking Lot",10,觀音山,Guanyinshan,蘆洲,Luzhou,70,20.1,0540,0540,2050,2050,,,,,0540,0540,2000,2000,,,,,,,一段票,"1 segments"
18268,16179,三重客運,橘19副,O19Sub,160177,橘19副,"O19 Sub",10,五股,Wugu,三重,Sanchong,16,21.1,0630,0630,1900,1900,,,,,0800,0800,1900,1900,,,,,,,一段票,"1 Segment"
19760,16179,三重客運,640A,640A,162483,640A,640A,10,五股,Wugu,捷運台大醫院站,"MRT NTU Hospital Station",6,34.3,0630,0630,1830,1830,,,,," "," "," "," ",,,,,和泰新村-捷運三重站,"Hotai New Village-MRT Sanchong Station",二段票,"2 Segments"
16583,16179,三重客運,936,936,157631,936,936,10,林口,Linkou,捷運圓山站,"MRT Yuanshan Sta.",200,59.6,0530,0530,2330,2330,0508,1015,,"平日7時至8時段與936A交互發車；22:30後固定班次:22:30 22:50 23:10 23:30",0530,0530,2330,2330,,12,20,"23:00後固定班次:23:00 23:30",高公局,"Freeway Bureau",二段票,"Charge for 2 sections"
16583,16179,三重客運,936,936,159338,936師大(林口校區)(車機),"936 Nat’l Taiwan Normal U. Linkou Campus",10,林口,Linkou,捷運圓山站,"MRT Yuanshan Sta.",200,59.6,0530,0530,2330,2330,0508,1015,,"平日7時至8時段與936A交互發車；22:30後固定班次:22:30 22:50 23:10 23:30",0530,0530,2330,2330,,12,20,"23:00後固定班次:23:00 23:30",高公局,"Freeway Bureau",二段票,"Charge for 2 sections"
16583,16179,三重客運,936,936,159339,936庫倫街(車機),"936 Kulun St.",10,林口,Linkou,捷運圓山站,"MRT Yuanshan Sta.",200,59.6,0530,0530,2330,2330,0508,1015,,"平日7時至8時段與936A交互發車；22:30後固定班次:22:30 22:50 23:10 23:30",0530,0530,2330,2330,,12,20,"23:00後固定班次:23:00 23:30",高公局,"Freeway Bureau",二段票,"Charge for 2 sections"
18118,16179,三重客運,966,966,159877,966,966,10,林口站,"Linkou Stop",臺北車站(鄭州),"Taipei Station (Zhengzhou)",92,59.3,0530,0530,2230,2230,0510,1015,,,0530,0530,2230,2230,,0510,1015,,高公局,FreewayBureau,二段票,"2 Segment"
18119,16179,三重客運,967,967,159907,967體育大學行政教學大樓,"967 National Taiwan Sport University Administrative ed",10,體育大學行政教學大樓,"National Taiwan Sport University Administrative ed",捷運市政府站,"MRT Taipei City Hall Sta.",30,80.1,0510,0510,2130,2130,,,,,0540,0540,2115,2115,,,,,高公局、行天宮-松山機場,"FreewayBureau、Xingtian Temple-Songshan Airport",三段票,"3 Segment"
18119,16179,三重客運,967,967,159908,967桃園酒廠,"967 Taiwan Tobacco and Wine Board",10,體育大學行政教學大樓,"National Taiwan Sport University Administrative ed",捷運市政府站,"MRT Taipei City Hall Sta.",30,80.1,0510,0510,2130,2130,,,,,0540,0540,2115,2115,,,,,高公局、行天宮-松山機場,"FreewayBureau、Xingtian Temple-Songshan Airport",三段票,"3 Segment"
16517,16179,三重客運,704,704,157552,704,704,10,八里,Bali,捷運台北橋站,"MRT Taipei Bridge Sta.",75,46,0510,0510,2245,2245,0815,1525,,,0510,0510,2245,2245,,15,25,,"艋舺橋-蘆洲總站 ","Bangka Bridge-Luzhou Bus Terminal",二段票,"2 segments"
16521,16179,三重客運,704區,704Shuttle,157556,704區,704Sub,10,八里,Bali,捷運蘆洲站,"MRT Luchou Sta.",9,30,0550,0550,1740,1740,,,,," "," "," "," ",,,,,,,一段票,"1 segments"
17536,16179,三重客運,927,927,158704,927,927,10,三重,Sanchong,八里,Bali,96,39.8,0550,0550,2230,2230,1015,2030,,繞駛台北港(三重站):07:24/16:15,0600,0600,2200,2200,,1530,1530,,台64線觀音山交流道,"Guanyinshan  JCT",二段票,"Charge for 2 sections"
17537,16179,三重客運,928,928,158705,928吉祥街口,"928 Nature Park",10,三重,Sanchong,八里,Bali,16,47.6,1815,0520,2330,0626,,,,,1800,0540,2330,1050,,,,,台64線觀音山交流道,"Guanyinshan  JCT",二段票,"Charge for 2 sections"
17545,16179,三重客運,927經台北港,927taipei,158713,927去程繞台北港,"927 Go Taipei",10,三重,Sanchong,八里,Bali,2,43.8,0724,0724,1615,1710,,,,"7:24去程繞駛台北港 16:15返程繞駛台北港"," "," "," "," ",,,,,台64線觀音山交流道,"Guanyinshan  JCT",二段票,"Charge for 2 sections"
17537,16179,三重客運,928,928,158942,928廖添丁廟,"928 Liaotianding Temple",10,三重,Sanchong,八里,Bali,16,47.6,1815,0520,2330,0626,,,,,1800,0540,2330,1050,,,,,台64線觀音山交流道,"Guanyinshan  JCT",二段票,"Charge for 2 sections"
16521,16179,三重客運,704區,704Shuttle,159438,704區繞,704Sub,10,八里,Bali,捷運蘆洲站,"MRT Luchou Sta.",9,30,0550,0550,1740,1740,,,,," "," "," "," ",,,,,,,一段票,"1 segments"
17536,16179,三重客運,927,927,161557,927自然公園(車機),"927 Nature Park",10,三重,Sanchong,八里,Bali,96,39.8,0550,0550,2230,2230,1015,2030,,繞駛台北港(三重站):07:24/16:15,0600,0600,2200,2200,,1530,1530,,台64線觀音山交流道,"Guanyinshan  JCT",二段票,"Charge for 2 sections"
17536,16179,三重客運,927,927,161558,927水興公(車機),"927 Shuixing Temple",10,三重,Sanchong,八里,Bali,96,39.8,0550,0550,2230,2230,1015,2030,,繞駛台北港(三重站):07:24/16:15,0600,0600,2200,2200,,1530,1530,,台64線觀音山交流道,"Guanyinshan  JCT",二段票,"Charge for 2 sections"
17545,16179,三重客運,927經台北港,927taipei,161867,927返程繞台北港,"927 Back Taipei",10,三重,Sanchong,八里,Bali,2,43.8,0724,0724,1615,1710,,,,"7:24去程繞駛台北港 16:15返程繞駛台北港"," "," "," "," ",,,,,台64線觀音山交流道,"Guanyinshan  JCT",二段票,"Charge for 2 sections"
16694,16179,三重客運,786,786,157779,786,786,10,華亞園區,"Hwa Ya Park",板橋,Banqiao,50,49.9,0500,0500,2200,2200,1520,2530,,,0500,0500,2200,2200,,2530,2530,,黎明技術學院-捷運新莊站,"Leeming Institute Of Technology-MRT Xinzhuang Station",二段票,"Charge for 2 sections"
17719,16179,三重客運,786區,786Shuttle,158902,786區,"786 Shuttle",10,華亞園區,"Hwa Ya Park",捷運新莊站,"MRT Xinzhuang Sta.",2,36.25,0540,0540,0600,0600,,,,," "," "," "," ",,,,,,,一段票,"Charge for 1 sections"
17802,16179,三重客運,854,854,159147,854,854,10,華亞園區,"Hwa Ya Technology Park",泰北路,"Taibei Rd.",18,13.46,0600,0600,2100,2100,,,,,0600,0600,2100,2100,,,,,,,一段票,"1 segments"
18119,16179,三重客運,967,967,159907,967體育大學行政教學大樓,"967 National Taiwan Sport University Administrative ed",10,體育大學行政教學大樓,"National Taiwan Sport University Administrative ed",捷運市政府站,"MRT Taipei City Hall Sta.",30,80.1,0510,0510,2130,2130,,,,,0540,0540,2115,2115,,,,,高公局、行天宮-松山機場,"FreewayBureau、Xingtian Temple-Songshan Airport",三段票,"3 Segment"
18119,16179,三重客運,967,967,159908,967桃園酒廠,"967 Taiwan Tobacco and Wine Board",10,體育大學行政教學大樓,"National Taiwan Sport University Administrative ed",捷運市政府站,"MRT Taipei City Hall Sta.",30,80.1,0510,0510,2130,2130,,,,,0540,0540,2115,2115,,,,,高公局、行天宮-松山機場,"FreewayBureau、Xingtian Temple-Songshan Airport",三段票,"3 Segment"
18128,16179,三重客運,967直,967Express,159910,967直,"967 Express",10,體育大學行政教學大樓,"National Taiwan Sport University Administrative ed",捷運市政府站,"MRT Taipei City Hall Sta.",14,69.5,0615,0615,1800,1800,,,,,0730,0730,1930,1930,,,,,高公局、行天宮-松山機場,"FreewayBureau、Xingtian Temple-Songshan Airport",三段票,"3 Segment"
18209,16179,三重客運,林口-捷運忠孝敦化站,"linkou-MRT Zhongxiao Dunhua Station",160088,林口-捷運忠孝敦化站,"linkou-MRT Zhongxiao Dunhua Station",10,台北新都,"Taipei Sindou",忠孝敦化路口,"Zhongxiao & Dunhua Intersection",2,28.2,0705,0705,0805,0805,,,,," "," "," "," ",,,,,高公局、行天宮-松山機場,"FreewayBureau、Xingtian Temple-Songshan Airport",三段票,"3 Segment"
18738,16179,三重客運,760,760,160797,760,760,10,林口轉運站,"Linkou Bus Station",林口轉運站,"Linkou Bus Station",11,6.7,0550,0550,2100,2100,,,,,0730,0730,2100,2100,,,,,,,一段票,"1 Segment"
16670,16179,三重客運,810,810,157734,810,810,10,土城,Tucheng,迴龍,Huilong,68,32.1,0520,0520,2320,2320,1215,2030,,,0520,0520,2320,2320,,2030,2030,,,,一段票,
17931,16179,三重客運,土城金城路-樹林大安路,Tucheng-Shulin,159420,土城金城路-樹林大安路,Tucheng-Shulin,10,變電所,"Transformer Station",樹人家商,"SHU JEN High School of Home Economics & Commerce",1,7.1,0730,0730,0730,0730,,,,," "," "," "," ",,,,,,,一段票,"1 segment"
16519,16179,三重客運,橘22,O22,157554,橘22,O22,10,瓊林,Qionglin,捷運新莊站,"MRT Xinzhuang Sta.",4,15.4,0630,0630,1830,1830,,,,," "," "," "," ",,,,,,,一段票,"1 segments"
17304,16179,三重客運,985萬大樹林先導公車,985,158433,985萬大樹林先導公車,985,10,新莊,Xinzhuang,捷運龍山寺站,"MRT Longshan Temple Sta.",39,62.15,0515,0515,2200,2200,20,30,,,0600,0600,2200,2200,,30,30,星期六機動班次；星期日及例假日固定班次,水源街口-臺灣新北地方法院(金城),"Shuiyuan St. - Banqiao Dist. Court",二段票,"Charge for 2 sections"
17789,16179,三重客運,960,960,159134,960,960,10,捷運新莊站,"MRT Xinzhuang Sta.",捷運新莊副都心站,"MRT Xinzhuang Fuduxin Station",8,8.6,0600,0600,1845,1845,,,,," "," "," "," ",,,,,,,一段票,"1 segments"
16583,16179,三重客運,936,936,157631,936,936,10,林口,Linkou,捷運圓山站,"MRT Yuanshan Sta.",200,59.6,0530,0530,2330,2330,0508,1015,,"平日7時至8時段與936A交互發車；22:30後固定班次:22:30 22:50 23:10 23:30",0530,0530,2330,2330,,12,20,"23:00後固定班次:23:00 23:30",高公局,"Freeway Bureau",二段票,"Charge for 2 sections"
17292,16179,三重客運,945,945,158421,945,945,10,林口,Linkou,松山機場,"Taipei Songshan Airport",50,64.7,0540,0540,2200,2200,1215,2030,,,0540,0540,2200,2200,,,,,高公局,"Taiwan Area National Freeway Bureau",二段票,"Charge for 2 sections"
17293,16179,三重客運,946,946,158422,946,946,10,林口,Linkou,內湖科技園區,"Neihu High-tech Industrial Park",29,68.5,0540,0540,2200,2200,,,,,0600,0600,1900,1900,,,,,高公局,"Taiwan Area National Freeway Bureau",二段票,"Charge for 2 sections"
17294,16179,三重客運,946副,946Sub,158423,946副,"946 Sub",10,林口,Linkou,內湖科技園區(經南勢街),"Neihu High-tech Industrial Park",29,63.6,0630,0630,1900,1900,,,,," "," "," "," ",,,,,高公局,"Taiwan Area National Freeway Bureau",二段票,"Charge for 2 sections"
17671,16179,三重客運,林口-捷運圓山站,"Linkou-MRT Yuanshan",158849,林口-捷運圓山站去,"Linkou-MRT Yuanshan Go",10,林口,Linkou,捷運圓山站,"MRT Yuan Shan Sta.",16,57.4,0620,1730,1730,1830,,,,返程林口端提供載客," "," "," "," ",,,,,,,二段票,"Charge for 2 sections"
17671,16179,三重客運,林口-捷運圓山站,"Linkou-MRT Yuanshan",158907,林口-捷運圓山站返,"Linkou-MRT Yuanshan Back",10,林口,Linkou,捷運圓山站,"MRT Yuan Shan Sta.",16,57.4,0620,1730,1730,1830,,,,返程林口端提供載客," "," "," "," ",,,,,,,二段票,"Charge for 2 sections"
17811,16179,三重客運,林口-內湖科技園區,Linkou-Neihu,159157,林口-內湖科技園區,Linkou-Neihu,10,林口,Linkou,內湖園區,Neihu,1,29.3,0705,0705,0705,0705,,,,," "," "," "," ",,,,,,,二段票,"Charge for 2 sections"
